make,model,year,mileage,color,state,date,price
Toyota,Camry,2010,69884,red,NY,02:01.6,47735
Chevrolet,Accord,2018,55787,silver,NY,02:01.6,12249
Toyota,Accord,2011,16646,blue,FL,02:01.6,10439
Toyota,Fusion,2014,54387,silver,CA,02:01.6,39628
Chevrolet,Accord,2017,86700,white,IL,02:01.6,46310
Ford,Altima,2013,50918,white,FL,02:01.6,13274
Toyota,Camry,2014,44743,silver,FL,02:01.6,35663
Nissan,Altima,2016,76351,black,IL,02:01.6,14690
Nissan,Fusion,2010,44589,red,TX,02:01.6,40205
Toyota,Cruze,2018,98225,blue,NY,02:01.6,48224
Chevrolet,Altima,2010,51939,silver,FL,02:01.6,43023
Honda,Cruze,2014,84920,blue,CA,02:01.6,14548
Toyota,Altima,2018,89119,black,CA,02:01.6,30225
Chevrolet,Cruze,2013,30849,black,CA,02:01.6,17482
Chevrolet,Accord,2018,61324,white,TX,02:01.6,47640
Toyota,Accord,2017,69402,blue,TX,02:01.6,43998
Ford,Cruze,2010,49268,blue,NY,02:01.6,15274
Toyota,Fusion,2010,47494,blue,FL,02:01.6,18680
Chevrolet,Camry,2016,31139,black,CA,02:01.6,12166
Nissan,Altima,2018,11522,blue,TX,02:01.6,19083
Nissan,Fusion,2010,79097,red,TX,02:01.6,36667
Toyota,Altima,2013,38723,red,TX,02:01.6,39412
Toyota,Accord,2016,37974,blue,FL,02:01.6,31357
Chevrolet,Altima,2017,31998,white,FL,02:01.6,24529
Nissan,Altima,2016,57621,black,IL,02:01.6,16871
Honda,Cruze,2015,93098,red,FL,02:01.6,11894
Honda,Camry,2013,90392,silver,CA,02:01.6,28391
Honda,Cruze,2016,54801,silver,FL,02:01.6,17990
Nissan,Accord,2014,67663,silver,FL,02:01.6,25891
Honda,Accord,2010,16598,silver,TX,02:01.6,48900
Nissan,Fusion,2014,89764,black,IL,02:01.6,43031
Ford,Altima,2014,15804,silver,NY,02:01.6,48082
Toyota,Camry,2018,82612,white,NY,02:01.6,43827
Ford,Cruze,2011,67456,silver,IL,02:01.6,23716
Honda,Camry,2011,20205,red,FL,02:01.6,25546
Chevrolet,Accord,2013,75756,blue,IL,02:01.6,17613
Toyota,Accord,2010,32856,white,TX,02:01.6,27073
Nissan,Camry,2015,30860,blue,NY,02:01.6,20084
Nissan,Camry,2012,28559,silver,IL,02:01.6,28207
Nissan,Fusion,2010,72041,black,CA,02:01.6,29198
Chevrolet,Fusion,2012,53227,white,TX,02:01.6,46923
Chevrolet,Cruze,2010,24728,red,CA,02:01.6,25142
Toyota,Camry,2013,39088,silver,FL,02:01.6,20071
Honda,Fusion,2011,63467,red,TX,02:01.6,41502
Honda,Fusion,2017,82367,black,NY,02:01.6,27958
Honda,Accord,2014,38851,blue,CA,02:01.6,10247
Ford,Accord,2011,84988,silver,IL,02:01.6,19130
Chevrolet,Altima,2010,60958,red,TX,02:01.6,46759
Honda,Altima,2017,51565,black,FL,02:01.6,27113
Chevrolet,Accord,2016,42425,blue,FL,02:01.6,48936
Honda,Accord,2013,75311,white,NY,02:01.6,28296
Ford,Cruze,2012,59443,silver,FL,02:01.6,42159
Toyota,Altima,2014,62073,blue,CA,02:01.6,19027
Ford,Altima,2018,44878,black,IL,02:01.6,47356
Nissan,Fusion,2015,88007,white,TX,02:01.6,21480
Ford,Fusion,2012,78092,blue,IL,02:01.6,22058
Ford,Accord,2018,20835,white,IL,02:01.6,25712
Toyota,Fusion,2010,84786,black,NY,02:01.6,40159
Nissan,Altima,2018,98391,white,CA,02:01.6,22681
Ford,Fusion,2012,30177,black,IL,02:01.6,15581
Toyota,Cruze,2017,22225,white,CA,02:01.6,30949
Ford,Camry,2017,56198,black,NY,02:01.6,29246
Toyota,Fusion,2013,46763,blue,NY,02:01.6,43572
Honda,Cruze,2017,87423,silver,NY,02:01.6,47348
Ford,Altima,2018,86239,blue,FL,02:01.6,22701
Honda,Camry,2015,49429,white,CA,02:01.6,16017
Toyota,Altima,2010,64316,silver,CA,02:01.6,45297
Toyota,Fusion,2014,34917,black,FL,02:01.6,40133
Nissan,Altima,2017,25716,red,TX,02:01.6,10091
Ford,Altima,2012,43003,white,TX,02:01.6,20362
Chevrolet,Camry,2014,74050,white,NY,02:01.6,11975
Nissan,Altima,2015,91085,white,NY,02:01.6,21525
Nissan,Fusion,2016,63552,white,CA,02:01.6,29068
Chevrolet,Camry,2012,48518,red,NY,02:01.6,39646
Nissan,Fusion,2010,66163,white,IL,02:01.6,36421
Chevrolet,Altima,2014,93341,blue,NY,02:01.6,15979
Chevrolet,Cruze,2018,36590,white,CA,02:01.6,45805
Ford,Cruze,2012,69318,blue,CA,02:01.6,12866
Toyota,Fusion,2016,82377,silver,TX,02:01.6,44532
Toyota,Cruze,2014,50685,white,TX,02:01.6,14998
Ford,Camry,2018,34074,silver,NY,02:01.6,34333
Ford,Cruze,2016,99321,silver,NY,02:01.6,37274
Chevrolet,Fusion,2010,89745,silver,NY,02:01.6,24371
Chevrolet,Altima,2013,25091,red,NY,02:01.6,13960
Chevrolet,Cruze,2018,75198,white,FL,02:01.6,17882
Honda,Altima,2015,87021,red,IL,02:01.6,49424
Ford,Accord,2015,31907,red,FL,02:01.6,28292
Nissan,Camry,2011,42937,silver,NY,02:01.6,24725
Chevrolet,Cruze,2012,57851,red,NY,02:01.6,12957
Nissan,Altima,2011,89965,silver,CA,02:01.6,10776
Chevrolet,Cruze,2010,54916,red,FL,02:01.6,19781
Chevrolet,Fusion,2014,99354,red,CA,02:01.6,22193
Nissan,Cruze,2014,81102,red,IL,02:01.6,29753
Nissan,Altima,2016,74116,white,IL,02:01.6,36768
Nissan,Cruze,2013,46244,white,FL,02:01.6,26595
Ford,Camry,2018,26945,black,FL,02:01.6,19806
Ford,Cruze,2012,64858,red,FL,02:01.6,24230
Ford,Camry,2016,97387,black,IL,02:01.6,28156
Toyota,Accord,2011,99783,silver,IL,02:01.6,34589
Ford,Fusion,2017,53608,black,NY,02:01.6,21924
Nissan,Cruze,2018,38769,white,FL,02:01.6,36374
Nissan,Altima,2016,71109,blue,TX,02:01.6,27649
Ford,Cruze,2018,73930,blue,CA,02:01.6,37517
Honda,Fusion,2014,77555,silver,TX,02:01.6,15880
Honda,Altima,2018,38019,black,TX,02:01.6,16844
Nissan,Fusion,2014,83120,silver,CA,02:01.6,23611
Honda,Camry,2013,77144,silver,IL,02:01.6,37003
Chevrolet,Camry,2015,49539,silver,CA,02:01.6,20015
Ford,Fusion,2018,41441,silver,FL,02:01.6,26128
Nissan,Cruze,2011,94176,white,FL,02:01.6,26010
Ford,Accord,2017,65746,white,FL,02:01.6,49242
Nissan,Camry,2016,37740,black,FL,02:01.6,19351
Chevrolet,Camry,2012,85404,red,CA,02:01.6,28708
Honda,Fusion,2016,55635,silver,CA,02:01.6,15289
Toyota,Accord,2010,40888,silver,IL,02:01.6,33332
Toyota,Fusion,2017,33388,silver,FL,02:01.6,15359
Chevrolet,Cruze,2013,29013,silver,NY,02:01.6,24633
Ford,Accord,2013,77041,black,FL,02:01.6,18888
Chevrolet,Camry,2012,44400,white,TX,02:01.6,45962
Ford,Cruze,2010,84333,white,NY,02:01.6,15370
Chevrolet,Cruze,2017,75596,white,FL,02:01.6,29079
Nissan,Fusion,2015,25405,red,IL,02:01.6,35867
Honda,Camry,2015,43742,silver,TX,02:01.6,41587
Toyota,Accord,2013,80982,silver,IL,02:01.6,42502
Toyota,Camry,2010,34075,black,TX,02:01.6,38020
Honda,Camry,2011,55769,silver,CA,02:01.6,19553
Ford,Cruze,2011,40179,red,CA,02:01.6,28301
Toyota,Accord,2016,49318,silver,FL,02:01.6,40180
Chevrolet,Cruze,2013,97727,blue,CA,02:01.6,48795
Chevrolet,Accord,2016,77747,white,NY,02:01.6,39574
Chevrolet,Cruze,2014,88874,black,TX,02:01.6,18278
Honda,Accord,2012,52836,white,NY,02:01.6,30182
Chevrolet,Cruze,2015,29359,silver,CA,02:01.6,46739
Nissan,Cruze,2018,47336,black,TX,02:01.6,11769
Honda,Fusion,2011,68596,silver,FL,02:01.6,37208
Ford,Fusion,2014,96044,black,CA,02:01.6,13560
Chevrolet,Fusion,2011,28593,white,IL,02:01.6,27316
Ford,Cruze,2017,89454,silver,CA,02:01.6,21249
Nissan,Cruze,2012,14180,silver,TX,02:01.6,37178
Honda,Cruze,2014,33493,silver,NY,02:01.6,11921
Nissan,Accord,2017,49179,red,NY,02:01.6,26304
Chevrolet,Cruze,2017,32758,red,TX,02:01.6,26289
Toyota,Cruze,2010,76705,silver,IL,02:01.6,34530
Chevrolet,Fusion,2012,64367,silver,NY,02:01.6,15155
Nissan,Cruze,2018,49145,black,FL,02:01.6,38511
Honda,Altima,2010,83934,white,NY,02:01.6,46820
Honda,Accord,2015,40859,blue,NY,02:01.6,29372
Honda,Accord,2016,90679,silver,FL,02:01.6,21621
Ford,Camry,2016,58967,white,CA,02:01.6,33328
Nissan,Fusion,2013,50823,blue,TX,02:01.6,34125
Honda,Accord,2013,73801,silver,TX,02:01.6,43499
Honda,Accord,2017,54386,silver,TX,02:01.6,12271
Toyota,Fusion,2016,89606,black,FL,02:01.6,47875
Nissan,Altima,2014,51404,red,FL,02:01.6,29361
Nissan,Cruze,2014,68161,black,IL,02:01.6,18452
Chevrolet,Cruze,2018,60286,red,TX,02:01.6,30419
Chevrolet,Accord,2014,70149,silver,IL,02:01.6,46482
Chevrolet,Cruze,2015,43842,blue,IL,02:01.6,17690
Ford,Fusion,2014,70025,black,NY,02:01.6,33898
Honda,Accord,2013,76116,white,CA,02:01.6,44456
Ford,Fusion,2017,37822,black,TX,02:01.6,23085
Honda,Camry,2010,18030,white,FL,02:01.6,32184
Nissan,Accord,2018,16417,black,NY,02:01.6,38167
Toyota,Camry,2015,84171,white,FL,02:01.6,28173
Honda,Accord,2013,27268,silver,NY,02:01.6,29146
Toyota,Cruze,2015,65113,white,NY,02:01.6,14382
Ford,Accord,2010,95602,red,IL,02:01.6,14837
Nissan,Camry,2010,23681,black,CA,02:01.6,49199
Chevrolet,Accord,2018,86439,silver,NY,02:01.6,16140
Ford,Camry,2014,97246,red,TX,02:01.6,22553
Nissan,Accord,2012,21141,blue,IL,02:01.6,10372
Toyota,Camry,2017,81830,black,TX,02:01.6,25514
Toyota,Cruze,2018,37635,white,NY,02:01.6,29967
Toyota,Altima,2016,76606,black,NY,02:01.6,17055
Honda,Altima,2014,18563,silver,FL,02:01.6,16523
Chevrolet,Fusion,2013,62536,blue,IL,02:01.6,40359
Chevrolet,Cruze,2018,54648,white,TX,02:01.6,41086
Nissan,Cruze,2012,59585,white,CA,02:01.6,30097
Nissan,Cruze,2011,49648,blue,TX,02:01.6,19015
Nissan,Accord,2011,69376,red,CA,02:01.6,12797
Honda,Altima,2018,65777,red,TX,02:01.6,40998
Chevrolet,Cruze,2014,46647,red,NY,02:01.6,28525
Ford,Altima,2013,82369,silver,TX,02:01.6,10798
Chevrolet,Accord,2011,60134,silver,IL,02:01.6,36536
Honda,Cruze,2015,79325,silver,FL,02:01.6,37390
Chevrolet,Fusion,2015,67312,silver,TX,02:01.6,26247
Nissan,Cruze,2018,35323,white,TX,02:01.6,26984
Nissan,Camry,2012,44599,red,NY,02:01.6,24656
Chevrolet,Altima,2018,86710,blue,NY,02:01.6,13340
Nissan,Accord,2018,93865,black,CA,02:01.6,14663
Honda,Cruze,2017,19474,blue,NY,02:01.6,26400
Toyota,Accord,2013,60891,silver,NY,02:01.6,41957
Nissan,Cruze,2015,99258,white,FL,02:01.6,38084
Toyota,Cruze,2014,74379,red,FL,02:01.6,47467
Honda,Altima,2012,10838,white,FL,02:01.6,46879
Toyota,Accord,2012,54253,silver,TX,02:01.6,14085
Ford,Altima,2011,49827,blue,FL,02:01.6,49768
Chevrolet,Altima,2015,54401,silver,TX,02:01.6,37659
Ford,Accord,2010,92134,black,FL,02:01.6,48926
Nissan,Fusion,2012,31256,red,FL,02:01.6,28439
Toyota,Cruze,2014,38847,red,NY,02:01.6,49473
Ford,Cruze,2011,48131,silver,IL,02:01.6,30325
Honda,Cruze,2011,94907,white,CA,02:01.6,19088
Ford,Fusion,2011,67439,white,TX,02:01.6,25143
Chevrolet,Fusion,2017,95695,black,IL,02:01.6,21479
Nissan,Camry,2016,13925,black,IL,02:01.6,11789
Nissan,Cruze,2010,35211,blue,IL,02:01.6,24221
Honda,Camry,2017,42680,silver,FL,02:01.6,30367
Honda,Cruze,2012,61842,red,TX,02:01.6,33361
Toyota,Fusion,2018,86084,white,IL,02:01.6,35769
Toyota,Fusion,2013,49171,silver,IL,02:01.6,32389
Toyota,Camry,2011,63854,black,IL,02:01.6,25428
Nissan,Altima,2014,21291,silver,TX,02:01.6,30582
Nissan,Accord,2010,20771,black,NY,02:01.6,13804
Chevrolet,Cruze,2018,56361,black,TX,02:01.6,14539
Chevrolet,Camry,2018,18274,blue,FL,02:01.6,20199
Ford,Fusion,2016,41013,silver,CA,02:01.6,20559
Nissan,Camry,2012,57277,black,FL,02:01.6,44466
Nissan,Fusion,2010,62980,red,TX,02:01.6,39974
Nissan,Accord,2018,72736,white,NY,02:01.6,15758
Ford,Cruze,2011,20400,white,NY,02:01.6,26454
Chevrolet,Altima,2012,11388,blue,TX,02:01.6,44920
Toyota,Accord,2018,82315,red,CA,02:01.6,17453
Chevrolet,Camry,2017,95067,silver,CA,02:01.6,11847
Nissan,Accord,2010,61441,red,CA,02:01.6,30044
Chevrolet,Cruze,2013,91325,white,FL,02:01.6,24223
Toyota,Fusion,2010,40619,silver,NY,02:01.6,15103
Ford,Fusion,2017,50245,white,IL,02:01.6,34740
Nissan,Altima,2016,57066,blue,NY,02:01.6,19783
Honda,Altima,2014,40254,silver,FL,02:01.6,34143
Honda,Accord,2018,35269,white,TX,02:01.6,13976
Honda,Camry,2010,70329,silver,TX,02:01.6,23971
Chevrolet,Fusion,2011,19103,red,NY,02:01.6,19740
Toyota,Altima,2014,39789,white,TX,02:01.6,23476
Ford,Accord,2016,77463,red,CA,02:01.6,12786
Ford,Fusion,2016,73105,blue,IL,02:01.6,17516
Honda,Cruze,2010,39566,black,CA,02:01.6,15363
Chevrolet,Accord,2013,48418,blue,CA,02:01.6,47104
Nissan,Fusion,2018,57005,red,CA,02:01.6,10631
Ford,Accord,2018,84864,blue,CA,02:01.6,38413
Toyota,Accord,2011,12147,silver,TX,02:01.6,24688
Nissan,Accord,2016,47031,red,FL,02:01.6,29601
Toyota,Fusion,2010,11108,white,IL,02:01.6,27744
Nissan,Cruze,2018,58480,silver,NY,02:01.6,32515
Chevrolet,Altima,2013,58420,blue,NY,02:01.6,28036
Honda,Altima,2010,25104,white,IL,02:01.6,10696
Honda,Accord,2013,82448,white,FL,02:01.6,20488
Honda,Fusion,2014,58183,white,NY,02:01.6,12447
Nissan,Cruze,2011,47165,white,FL,02:01.6,14283
Toyota,Altima,2010,91736,silver,IL,02:01.6,11102
Nissan,Altima,2016,67374,silver,TX,02:01.6,37754
Toyota,Accord,2012,64721,white,TX,02:01.6,37830
Nissan,Fusion,2010,51267,white,CA,02:01.6,39099
Honda,Camry,2017,71588,silver,NY,02:01.6,17712
Chevrolet,Accord,2016,30560,silver,IL,02:01.6,30130
Nissan,Fusion,2013,19659,black,CA,02:01.6,39774
Chevrolet,Fusion,2013,63568,red,NY,02:01.6,27394
Nissan,Cruze,2010,19018,silver,CA,02:01.6,31801
Honda,Fusion,2013,82805,white,CA,02:01.6,33651
Chevrolet,Accord,2012,82660,silver,NY,02:01.6,42134
Honda,Altima,2018,12079,silver,NY,02:01.6,49217
Honda,Altima,2013,80760,red,IL,02:01.6,29121
Toyota,Accord,2011,69854,blue,CA,02:01.6,30886
Toyota,Accord,2012,43638,silver,TX,02:01.6,47241
Chevrolet,Camry,2011,21308,black,CA,02:01.6,18800
Chevrolet,Fusion,2010,25466,red,IL,02:01.6,19036
Honda,Cruze,2018,54761,red,FL,02:01.6,29466
Toyota,Altima,2011,17506,black,CA,02:01.6,17183
Nissan,Camry,2010,12725,red,TX,02:01.6,49989
Nissan,Altima,2010,58683,red,CA,02:01.6,19672
Toyota,Accord,2013,49126,white,NY,02:01.6,11253
Nissan,Fusion,2017,42872,silver,FL,02:01.6,12151
Ford,Accord,2012,61476,red,FL,02:01.6,14076
Honda,Accord,2014,92005,silver,TX,02:01.6,36333
Honda,Camry,2013,13377,blue,CA,02:01.6,31403
Ford,Accord,2013,94691,red,FL,02:01.6,11732
Nissan,Camry,2010,13245,blue,NY,02:01.6,49884
Toyota,Altima,2018,10524,silver,NY,02:01.6,12529
Toyota,Camry,2012,59101,red,TX,02:01.6,28453
Nissan,Fusion,2010,71748,white,CA,02:01.6,44294
Toyota,Cruze,2017,53073,blue,CA,02:01.6,37143
Chevrolet,Altima,2010,46134,red,TX,02:01.6,44521
Toyota,Camry,2013,23197,blue,IL,02:01.6,20778
Ford,Altima,2015,90618,black,FL,02:01.6,13901
Ford,Cruze,2013,88519,silver,IL,02:01.6,44143
Chevrolet,Accord,2018,83609,blue,FL,02:01.6,48807
Honda,Camry,2013,19298,black,CA,02:01.6,12151
Nissan,Cruze,2010,80620,silver,FL,02:01.6,48811
Toyota,Camry,2010,51751,black,FL,02:01.6,15292
Honda,Cruze,2011,48055,white,NY,02:01.6,12302
Toyota,Accord,2012,78787,black,FL,02:01.6,29497
Chevrolet,Fusion,2016,11007,silver,CA,02:01.6,10037
Honda,Fusion,2013,46262,red,IL,02:01.6,44387
Toyota,Altima,2016,70914,silver,NY,02:01.6,43582
Nissan,Camry,2016,69423,blue,CA,02:01.6,34455
Honda,Cruze,2011,41943,black,CA,02:01.6,39729
Nissan,Fusion,2018,30045,white,NY,02:01.6,10818
Ford,Camry,2013,44049,silver,CA,02:01.6,47437
Toyota,Cruze,2010,53089,black,CA,02:01.6,37810
Ford,Fusion,2018,60892,black,TX,02:01.6,48490
Chevrolet,Accord,2018,47264,red,CA,02:01.6,12039
Ford,Altima,2014,82471,white,IL,02:01.6,44781
Toyota,Camry,2013,77107,white,CA,02:01.6,45393
Toyota,Fusion,2011,64371,black,TX,02:01.6,37039
Toyota,Camry,2016,41292,blue,FL,02:01.6,25734
Toyota,Accord,2016,30406,blue,IL,02:01.6,49110
Honda,Accord,2018,20374,silver,NY,02:01.6,32248
Chevrolet,Altima,2014,84439,silver,IL,02:01.6,42702
Chevrolet,Accord,2018,26933,silver,TX,02:01.6,21813
Honda,Altima,2017,25154,red,FL,02:01.6,43139
Chevrolet,Accord,2017,68264,white,TX,02:01.6,15632
Nissan,Cruze,2016,17417,silver,IL,02:01.6,30832
Honda,Accord,2011,68878,blue,TX,02:01.6,10801
Chevrolet,Cruze,2010,99313,black,CA,02:01.6,31827
Chevrolet,Cruze,2011,99157,white,TX,02:01.6,37488
Toyota,Cruze,2017,19882,red,IL,02:01.6,34176
Chevrolet,Altima,2011,77718,blue,CA,02:01.6,40297
Nissan,Fusion,2012,83613,silver,TX,02:01.6,43492
Ford,Cruze,2016,95349,red,NY,02:01.6,26655
Toyota,Accord,2017,23744,silver,IL,02:01.6,10359
Ford,Camry,2012,39212,white,TX,02:01.6,25049
Honda,Cruze,2013,43679,red,FL,02:01.6,41753
Nissan,Fusion,2017,44843,red,FL,02:01.6,14642
Honda,Fusion,2014,55370,white,CA,02:01.6,23514
Nissan,Cruze,2012,33608,red,CA,02:01.6,15420
Honda,Cruze,2013,41146,red,IL,02:01.6,27168
Toyota,Camry,2012,91479,red,CA,02:01.6,21942
Toyota,Camry,2014,11826,silver,FL,02:01.6,15233
Nissan,Accord,2010,67352,red,TX,02:01.6,33656
Ford,Fusion,2015,95389,black,CA,02:01.6,10597
Honda,Altima,2015,36692,blue,FL,02:01.6,19594
Nissan,Camry,2018,78412,red,TX,02:01.6,46579
Nissan,Fusion,2011,72772,red,FL,02:01.6,40874
Chevrolet,Cruze,2015,21945,black,CA,02:01.6,22364
Nissan,Altima,2013,89404,silver,FL,02:01.6,20034
Toyota,Altima,2011,86857,white,FL,02:01.6,47153
Honda,Cruze,2011,51408,silver,CA,02:01.6,46098
Nissan,Camry,2017,52698,white,NY,02:01.6,40546
Nissan,Accord,2012,65905,blue,TX,02:01.6,18361
Nissan,Camry,2011,61562,red,FL,02:01.6,38042
Nissan,Camry,2015,45506,blue,NY,02:01.6,19191
Nissan,Fusion,2018,55439,black,NY,02:01.6,26857
Toyota,Cruze,2010,26672,white,NY,02:01.6,21328
Nissan,Camry,2013,88226,red,TX,02:01.6,35412
Honda,Camry,2016,12078,silver,FL,02:01.6,22661
Ford,Accord,2010,76312,blue,FL,02:01.6,30185
Honda,Fusion,2013,32028,white,CA,02:01.6,19385
Ford,Cruze,2015,71186,black,NY,02:01.6,29725
Toyota,Cruze,2010,59107,red,FL,02:01.6,42947
Toyota,Altima,2015,10303,red,TX,02:01.6,25373
Ford,Cruze,2016,46844,black,CA,02:01.6,42021
Nissan,Cruze,2013,14868,red,TX,02:01.6,14767
Nissan,Fusion,2015,76925,black,TX,02:01.6,13588
Ford,Fusion,2014,60439,white,CA,02:01.6,42147
Toyota,Altima,2015,88831,blue,NY,02:01.6,39761
Nissan,Fusion,2012,87705,red,FL,02:01.6,31326
Toyota,Accord,2014,83357,blue,FL,02:01.6,37597
Honda,Accord,2011,21252,red,TX,02:01.6,34768
Nissan,Cruze,2010,69244,blue,FL,02:01.6,19275
Toyota,Accord,2011,64820,blue,TX,02:01.6,13491
Nissan,Accord,2012,67415,white,FL,02:01.6,15599
Nissan,Camry,2014,76909,silver,NY,02:01.6,42120
Nissan,Accord,2017,99295,red,CA,02:01.6,27393
Ford,Camry,2012,81956,white,FL,02:01.6,43827
Chevrolet,Camry,2013,85479,red,TX,02:01.6,26708
Nissan,Camry,2018,43681,silver,TX,02:01.6,40150
Toyota,Fusion,2013,83539,white,TX,02:01.6,44056
Honda,Camry,2014,55340,red,TX,02:01.6,29126
Toyota,Altima,2017,34037,white,NY,02:01.6,32689
Ford,Altima,2018,50612,red,IL,02:01.6,36340
Honda,Altima,2014,78020,silver,TX,02:01.6,24800
Nissan,Altima,2010,14607,black,IL,02:01.6,25740
Ford,Altima,2014,29361,black,CA,02:01.6,33129
Toyota,Fusion,2015,61145,black,TX,02:01.6,35547
Honda,Cruze,2018,63917,red,TX,02:01.6,47289
Nissan,Cruze,2013,79173,red,TX,02:01.6,30198
Ford,Camry,2015,62543,blue,FL,02:01.6,41175
Ford,Altima,2012,72734,black,CA,02:01.6,49359
Toyota,Cruze,2013,64109,blue,TX,02:01.6,28550
Honda,Accord,2014,29235,white,NY,02:01.6,38523
Chevrolet,Fusion,2012,63631,silver,NY,02:01.6,11322
Chevrolet,Fusion,2013,20860,red,IL,02:01.6,42545
Toyota,Cruze,2016,45157,blue,TX,02:01.6,24604
Chevrolet,Fusion,2015,79367,blue,IL,02:01.6,36525
Ford,Fusion,2014,33947,silver,CA,02:01.6,37357
Toyota,Altima,2010,47125,silver,FL,02:01.6,17037
Nissan,Altima,2011,81900,silver,TX,02:01.6,31919
Nissan,Accord,2010,14612,blue,FL,02:01.6,40669
Chevrolet,Cruze,2013,61729,black,NY,02:01.6,17964
Nissan,Accord,2015,77883,red,IL,02:01.6,25144
Chevrolet,Fusion,2018,22734,black,NY,02:01.6,16436
Toyota,Fusion,2010,42753,black,FL,02:01.6,20233
Honda,Camry,2010,25031,white,IL,02:01.6,24719
Nissan,Fusion,2017,52939,blue,NY,02:01.6,37724
Chevrolet,Accord,2010,42308,silver,IL,02:01.6,19859
Toyota,Accord,2010,24981,blue,IL,02:01.6,26856
Nissan,Cruze,2014,37344,blue,NY,02:01.6,35309
Honda,Altima,2011,36640,red,CA,02:01.6,41110
Toyota,Camry,2012,47575,silver,TX,02:01.6,40248
Ford,Fusion,2014,53501,white,FL,02:01.6,42544
Chevrolet,Cruze,2015,63258,black,CA,02:01.6,47168
Honda,Accord,2016,35405,white,IL,02:01.6,26922
Ford,Altima,2017,97052,blue,FL,02:01.6,22058
Nissan,Camry,2015,15089,black,FL,02:01.6,13881
Ford,Altima,2012,70500,blue,TX,02:01.6,35051
Honda,Camry,2011,14579,red,IL,02:01.6,15367
Ford,Accord,2011,59557,blue,CA,02:01.6,37009
Nissan,Altima,2013,33127,white,FL,02:01.6,26736
Chevrolet,Accord,2010,80428,red,CA,02:01.6,37518
Ford,Accord,2017,91701,blue,TX,02:01.6,40216
Toyota,Fusion,2011,21855,silver,NY,02:01.6,30217
Chevrolet,Altima,2014,31450,black,TX,02:01.6,37093
Nissan,Altima,2011,81203,silver,IL,02:01.6,19967
Nissan,Camry,2011,48230,silver,CA,02:01.6,30697
Ford,Cruze,2012,74771,black,FL,02:01.6,23515
Chevrolet,Fusion,2012,19214,black,CA,02:01.6,29632
Honda,Altima,2017,88529,blue,TX,02:01.6,38257
Honda,Cruze,2018,77840,white,TX,02:01.6,35296
Toyota,Cruze,2011,91148,blue,CA,02:01.6,48456
Nissan,Fusion,2015,98895,blue,FL,02:01.6,17338
Chevrolet,Cruze,2016,28854,silver,TX,02:01.6,11583
Toyota,Cruze,2013,97228,blue,NY,02:01.6,14953
Toyota,Altima,2016,59513,silver,TX,02:01.6,13817
Chevrolet,Camry,2010,50680,black,FL,02:01.6,33586
Chevrolet,Altima,2012,95859,white,NY,02:01.6,17736
Ford,Fusion,2014,45074,silver,CA,02:01.6,23006
Chevrolet,Cruze,2010,95625,silver,FL,02:01.6,23393
Toyota,Cruze,2016,70758,red,TX,02:01.6,48267
Chevrolet,Accord,2018,89305,red,IL,02:01.6,47240
Toyota,Accord,2016,72017,silver,NY,02:01.6,20621
Nissan,Altima,2014,48184,red,TX,02:01.6,26173
Ford,Accord,2012,11795,blue,CA,02:01.6,30494
Honda,Cruze,2015,80746,silver,CA,02:01.6,13727
Honda,Altima,2010,92062,blue,FL,02:01.6,18318
Honda,Cruze,2015,82788,white,TX,02:01.6,28422
Nissan,Camry,2012,97730,silver,CA,02:01.6,42837
Toyota,Cruze,2010,72591,red,NY,02:01.6,37387
Toyota,Altima,2015,13954,silver,TX,02:01.6,14794
Chevrolet,Fusion,2015,79162,blue,IL,02:01.6,30602
Honda,Altima,2011,46570,silver,NY,02:01.6,15269
Chevrolet,Cruze,2013,59673,white,IL,02:01.6,12425
Nissan,Altima,2010,91489,blue,NY,02:01.6,22121
Ford,Altima,2015,69110,red,NY,02:01.6,35961
Toyota,Altima,2010,84644,silver,NY,02:01.6,40651
Nissan,Fusion,2011,94724,red,FL,02:01.6,37585
Honda,Cruze,2010,21277,black,FL,02:01.6,39841
Nissan,Camry,2014,58569,black,CA,02:01.6,36427
Chevrolet,Camry,2017,26619,red,TX,02:01.6,41902
Honda,Camry,2018,93813,silver,TX,02:01.6,14436
Nissan,Altima,2017,33586,black,TX,02:01.6,18507
Honda,Altima,2010,43630,red,TX,02:01.6,11986
Toyota,Altima,2011,63049,blue,NY,02:01.6,33584
Toyota,Camry,2014,14908,silver,TX,02:01.6,23603
Honda,Camry,2013,51233,blue,NY,02:01.6,38750
Chevrolet,Camry,2013,94305,blue,IL,02:01.6,30688
Nissan,Camry,2010,51919,white,NY,02:01.6,26145
Ford,Camry,2014,65575,red,CA,02:01.6,39014
Nissan,Cruze,2016,79775,black,TX,02:01.6,36485
Ford,Camry,2012,48770,silver,NY,02:01.6,13418
Nissan,Altima,2013,88353,red,NY,02:01.6,32534
Honda,Camry,2012,65389,white,CA,02:01.6,32971
Ford,Accord,2014,59214,silver,IL,02:01.6,35763
Nissan,Fusion,2017,33364,silver,NY,02:01.6,25338
Toyota,Cruze,2013,65297,silver,NY,02:01.6,29544
Ford,Cruze,2017,81679,black,TX,02:01.6,45552
Ford,Camry,2017,32959,silver,FL,02:01.6,30744
Nissan,Camry,2015,20991,white,CA,02:01.6,31631
